Manufacturer;Model;Applications;Thrust (dry);Thrust (wet);Thrust (cruise);Specific Fuel Consumption (dry);Specific Fuel Consumption (wet);Specific Fuel Consumption (cruise);Total Airflow;Overall Pressure Ratio;FPR;Bypass Ratio;Cruise Altitude;Spools Count;Fan Stages;Low-Pressure Compressor;High-Pressure Compressor;High-Pressure Turbine;Intermediate-Pressure Turbine;Low-Pressure Turbine;Fan Width;Length;Width/Diameter;Weight (dry);semicomma
GE;CF6-6;DC-10-10 (option);40.000;-;;;-;;1343;26,6;1,64;6,2;;2;1;1B;16;2;-;5;;172,5;92;7.350;
GE;CF6-6D;DC-10-10/-10F/-10F(CF);40.000;-;9.080;0,354;-;0,646;1303;24,3;;5,72;35.000;2;1;1B;16;2;-;5;86,4;188.0**;105;7.896;
GE;CF6-6D1;DC-10-10/-10F/-10F(AF);41.500;-;9.220;0,35;-;0,646;1328;25,2;;5,76;35.000;2;1;1B;16;2;-;5;86,4;188.0**;105;7.896;
GE;CF6-6D1A;DC-10-10/-10F/-10F(AF);41.500;-;9.220;0,35;-;0,646;1328;25,2;;5,76;35.000;2;1;1B;16;2;-;5;86,4;188.0**;105;7.896;
GE;CF6-6E;DC-10-10/-10F (option);40.600;-;;;-;;;;;;;2;1;1B;16;2;-;5;86,4;;;;
GE;CF6-6F;DC-10-10/-10F (option);42.000;-;;;-;;;;;;;2;1;1B;16;2;-;5;86,4;;;;
GE;CF6-6K;DC-10-10/-10F;41.500;-;;0,346;-;;;25;;;;2;1;1B;16;2;-;5;86,4;188.0**;105;8.176;
GE;CF6-6K2;DC-10-10/-10F (option);41.500;-;;0,346;-;;;25;;;;2;1;1B;16;2;-;5;86,4;188.0**;105;8.176;
GE;CF6-45A;747-100SR/-100SR(SF);46.500;-;11.250;;-;0,63;1393;26,3;;4,64;35.000;2;1;3B;14;2;-;4;86,4;188.0**;105;8.768;
GE;CF6-45A2;747-100SR/-100SR(SF);46.500;-;11.250;;-;0,63;1393;26,3;;4,64;35.000;2;1;3B;14;2;-;4;86,4;188.0**;105;8.768;
GE;CF6-45B;747-100SR/-100SR(SF);46.500;-;11.250;;-;0,63;1393;26,3;;4,64;35.000;2;1;3B;14;2;-;4;86,4;188.0**;105;8.768;
GE;CF6-45B2;747-100SR/-100SR(SF), A300B10 (A310) (candidate engine);46.500;-;11.250;;-;0,63;1393;26,3;;4,64;35.000;2;1;3B;14;2;-;4;86,4;188.0**;105;8.768;
GE;CF6-50;DC-10-30/-30F;49.000;-;;;-;0,645;;;;;35.000;2;1;3B;14;2;-;4;92;;;8.100;
GE;CF6-50A;DC-10-30/-30F, A300B1, A300B2-1A;49.000;-;;0,389;-;0,654;1444;28,6;1,69;4,4;35.000;2;1;3B;14;2;-;4;86,4;183.0**;92;8.201;
GE;CF6-50B;;49.000;-;;0,389;-;0,654;1444;28,6;1,69;4,4;35.000;2;1;3B;14;2;-;4;86,4;183.0**;92;8.201;
GE;CF6-50C;A300B1, A300B2-1C/-101, A300B4-2C/-203, DC-10-30/-30CF/-30F;51.000;-;11.100;0,394;-;0,657;1451;29,3;;4,26;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.721;
GE;CF6-50C1;DC-10-30, A300B2-202, A300B4-102;52.500;-;11.555;0,371;-;0,657;1470;30,1;;4,24;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.721;
GE;CF6-50C2;A300B2-203, A300B4-103/-103F/-2C/-203/-203F, A300C4-203, A300F4-203, DC-10-30/-30F/-30F(CF), A300B1 (option);52.500;-;11.555;0,371;-;0,63;1476;30,4;;4,31;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.731;
GE;CF6-50C2B;DC-10-30/-30ER;54.000;-;11.555;0,385;-;0,63;1504;31,1;;4,25;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.731;
GE;CF6-50C2F;DC-10-15;46.500;-;11.555;;-;0,63;1393;26,3;;4,64;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.731;
GE;CF6-50C2R;A300B2-1C/-101, A300B2K-3C, A300B4-2C, DC-10-30;51.500;-;;0,368;-;;;29,2;;;;2;1;3B;14;2;-;4;86,4;183.0**;105;8.731;
GE;CF6-50D;DC-10-10;51.000;;;;;;;;;;;2;1;3B;14;2;-;4;86,4;183.0**;105;8.325;
GE;CF6-50D1;(see military turbofan specifications);;;;;;;;;;;;;;;;;;;;;;;
GE;CF6-50E;747-200B;52.500;-;11.555;0,376;-;0,657;1470;30,1;;4,24;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.490;
GE;CF6-50E1;747-200B;52.500;-;11.555;0,371;-;0,657;1470;30,1;;4,24;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.490;
GE;CF6-50E2;747-200B/-200B(M)/-200B(SF)/-200C(M)/-200F/-300/-300(M)/-300(SF);52.500;-;11.555;0,371;-;0,63;1476;30,4;;4,31;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.768;
GE;CF6-50E2B;747-200/-300 (option);54.000;-;11.730;0,375;-;0,63;1504;30,9;;4,24;35.000;2;1;3B;14;2;-;4;86,4;183.0**;105;8.768;
GE;CF6-80A;767-200/-200ER/-200PC;48.000;-;11.045;0,344;-;0,623;1435;27,3;;4,66;35.000;2;1;3B;14;2;-;4;86,4;157,4;98;8.496;
GE;CF6-80A1;767-200/-200ER (option);48.000;-;11.045;0,344;-;0,623;1435;27,3;;4,66;35.000;2;1;3B;14;2;-;4;86,4;157,4;98;8.420;
GE;CF6-80A2;767-200/-200ER/-300;50.000;-;11.045;0,349;-;0,623;1460;28,4;1,7;4,59;35.000;2;1;3B;14;2;-;4;86,4;157,4;98;8.496;
GE;CF6-80A3;A310-203/-203F;50.000;-;11.045;0,357;-;0,623;1460;28,4;1,7;4,59;35.000;2;1;3B;14;2;-;4;86,4;157,4;98;8.420;
GE;CF6-80C2;767-200ER/-300 (option);52.500;-;11.330;0,329;-;;1769;30,4;;5,2;35.000;2;1;4B;14;2;-;5;93;160,9;;9.135;
GE;CF6-80C2A1;A300B4-601;59.000;-;11.810;0,334;-;0,576;1754;30,4;;5,15;35.000;2;1;4B;14;2;-;5;93;160,9;106;9.360;
GE;CF6-80C2A2;A310-204/-304/-304ET/-304F;52.460;-;11.330;0,317;-;0,578;1769;30,4;1,66;5,05;35.000;2;1;4B;14;2;-;5;93;160,9;106;9.360;
GE;CF6-80C2A3;A300B4-603, MD-11 (option);58.950;-;11.340;0,329;-;0,576;1769;30,4;1,73;5,05;35.000;2;1;4B;14;2;-;5;93;160,9;106;9.360;
GE;CF6-80C2A5;A300B4-605R, A300C4-605R, A300F4-605R;60.100;-;;0,34;-;;;31,5;;5,05;;2;1;4B;14;2;-;5;93;160,9;106;9.389;
GE;CF6-80C2A5F;A300B4-605R, A300C4-605R, A300F4-605R;60.100;-;;0,34;-;;;31,5;;5,05;;2;1;4B;14;2;-;5;93;160,9;106;9.389;
GE;CF6-80C2A6;;64.000;-;;;-;;;;;;;2;1;4B;14;2;-;5;;;;;
GE;CF6-80C2A6F;;63.000;-;;;-;;;;;;;2;1;4B;14;2;-;5;;;;;
GE;CF6-80C2A7;A310-308, A310-308ET (option);59.000;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;9.389;
GE;CF6-80C2A8;A300B4-608ST, A310-308/-308ET;59.000;-;;0,344;-;;1769;30,4;;5,05;;2;1;4B;14;2;-;5;93;160,9;106;9.389;
GE;CF6-80C2B1;747-300/-300(M);56.700;-;12.820;0,323;-;0,576;1710;30,4;;5,19;35.000;2;1;4B;14;2;-;5;93;160,9;106;9.388;
GE;CF6-80C2B1F;747-400/-400D/-400ER/-400(M)/-400F;57.160;-;12.820;0,316;-;0,564;1764;30,4;;5,15;35.000;2;1;4B;14;2;-;5;93;160,9;106;9.499;
GE;CF6-80C2B1F2;747-400/-400D/-400ER/-400(M)/-400F;57.900;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;9.499;
GE;CF6-80C2B2;767-200ER/-300/-300ER, 737-200 (option);51.590;-;12.000;0,318;-;0,576;1650;30,4;;5,31;35.000;2;1;4B;14;2;-;5;93;160,9;106;9.388;
GE;CF6-80C2B2F;767-200/-200ER/-300, 767-300ER (option);52.010;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;9.499;
GE;CF6-80C2B2F2;767-200/-200ER/-300, 767-300ER (option);;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;9.499;
GE;CF6-80C2B3;747-300/-400 (option);52.010;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;9.388;
GE;CF6-80C2B3F;747-300/-400 (option);52.010;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;9.499;
GE;CF6-80C2B4;767-200ER/-300/-300ER;57.180;-;;0,326;-;;;29,9;;5,15;;2;1;4B;14;2;-;5;93;160,9;106;9.399;
GE;CF6-80C2B4F;767-200ER/-300/-300ER;57.280;-;;0,317;-;;;29,9;;5,14;;2;1;4B;14;2;-;5;93;160,9;106;9.760;
GE;CF6-80C2B5F;747-400/-400ER/-400F/-400FER;62.100;-;;0,323;-;;;31,4;;;;2;1;4B;14;2;-;5;93;160,9;106;9.760;
GE;CF6-80C2B6;767-300/-300ER, 767-200ER (option), An-218-200/-300 (proposed);60.070;-;;0,334;-;;;31,1;;5,06;;2;1;4B;14;2;-;5;93;160,9;106;9.670;
GE;CF6-80C2B6F;767-300ER, 767-200ER (option);60.030;-;;0,323;-;;;31,4;;5,06;;2;1;4B;14;2;-;5;93;160,9;106;9.760;
GE;CF6-80C2B6FA;767-200ER;60.030;-;;0,323;-;;;31,4;;;;2;1;4B;14;2;-;5;93;160,9;106;9.760;
GE;CF6-80C2B7F;767-300ER/-300F, 767-200ER (option);62.100;-;;0,323;-;;;31,4;;;;2;1;4B;14;2;-;5;93;160,9;106;9.760;
GE;CF6-80C2B8F;767-400ER/-400FER;63.500;-;;;-;;;31,4;;;;2;1;4B;14;2;-;5;93;160,9;106;9.970;
GE;CF6-80C2B9F;747-400XQLR/-XQLRF;63.300;-;;;-;;;31,4;;;;2;1;4B;14;2;-;5;93;160,9;106;;
GE;CF6-80C2B10F;747-XQLRF;;-;;;-;;;31,4;;;;2;1;4B;14;2;-;5;93;160,9;106;;
GE;CF6-80C2D1F;MD-11/-11F/-11F(AF)/-11F(C);60.690;-;;0,322;-;;;31,8;;5,03;;2;1;4B;14;2;-;5;93;160,9;106;9.850;
GE;CF6-80C2G2;767-400ERX, 747-400X (not produced);;-;;;-;;;;;;;2;1;4B;14;2;-;5;93;160,9;106;;
GE;CF6-80C2L1F;(see military turbofan specifications);;;;;;;;;;;;;;;;;;;;;;;
GE;CF6-80E1;A330-200/-300 (option);65.500;-;;0,329;-;;1913;32;;5,3;;2;1;4B;14;2;-;4;;164,3;114;11.162;
GE;CF6-80E1A1;A330-200/-300 (option);65.500;-;;0,329;-;;1913;32;;5,3;;2;1;4B;14;2;-;5;;164,3;114;11.162;
GE;CF6-80E1A2;A330-201;67.500;-;;0,332;-;;1926;32,6;;5,3;;2;1;4B;14;2;-;5;;164,3;114;11.162;
GE;CF6-80E1A3;A330-203;68.240;-;;;-;;;33,7;;5;;2;1;4B;14;2;-;5;;171;114;10.726;
GE;CF6-80E1A4;A330-202;66.870;-;;0,338;-;;;33,7;;5;;2;1;4B;14;2;-;5;;171;114;10.726;
GE;CF34-1A;Challenger 601-1A;8.650;-;;0,36;-;;;;;6,2;;2;1;-;14;2;-;4;44;103;49;1.625;
GE;CF34-3A;Challenger 601-3A;9.220;-;;0,357;-;;332;21;;6,3;;2;1;-;14;2;-;4;44;103;49;1.625;
GE;CF34-3A1;CRJ100/200;9.220;-;;0,357;-;;332;21;;6,3;;2;1;-;14;2;-;4;44;103;49;1.655;
GE;CF34-3B;CRJ100/200, Challenger 604, Challenger 800;9.220;-;;0,346;-;;;21;;6,3;;2;1;-;14;2;-;4;44;103;49;1.670;
GE;CF34-3B1;CRJ100/200/200ER/200LR, Challenger 604, Challenger 800;9.220;-;;0,346;-;;;21;;6,3;;2;1;-;14;2;-;4;44;103;49;1.670;
GE;CF34-8C1;CRJ700-701/-701ER;13.790;-;;0,37;-;;;27;;4,9;;2;1;-;10;2;-;4;46,2;128;52;2.350;
GE;CF34-8C5;CRJ700-705/-705ER, CRJ900/900ER;14.500;-;;0,39;-;;;;;4,9;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8C5A1;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8C5A2;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8C5A3;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8C5B1;CRJ700-705LR;14.255;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8D??;SL-200/-300 (not produced);;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8D1;728-100, 528-100 (not produced);12.500;-;;0,39;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8D3;728-200 (not produced);12.875;-;;0,39;-;;;27;;4,9;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8D5;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8D6;Envoy 7 (not produced);13.050;-;;0,39;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8E2;ERJ-170, ERJ-170LR (option);14.000;-;;0,39;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;2.470;
GE;CF34-8E2A1;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;;
GE;CF34-8E5;ERJ-170LR, ERJ-170 (option);;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;;
GE;CF34-8E5A1;ERJ-170/-170LR (option);;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;;
GE;CF34-8E5A2;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;;
GE;CF34-8E6;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;;
GE;CF34-8E6A1;;;-;;;-;;;;;;;2;1;-;10;2;-;4;46,2;128;52;;
GE;CF34-8E??;Il-214, RRJ (candidate engine);;-;;;-;;;;;;;2;1;-;10;2;-;4;46;128;52;;
GE;CF34-10A;ARJ21;18.000;-;;;-;;;;;;;2;1;3B;9;1;-;4;;;;;
GE;CF34-10D5;928-100 (not produced);17.355;-;;0,38;-;;;29;;5;;2;1;3B;9;1;-;4;;90;57;3.800;
GE;CF34-10D6;928-200 (not produced);18.750;-;;0,38;-;;;29;;5;;2;1;3B;9;1;-;4;;90;57;3.800;
GE;CF34-10E5;ERJ-190/-190AR, ERJ-195/-195AR;18.500;-;;0,38;-;;;;;;;2;1;3B;9;1;-;4;;90;57;3.800;
GE;CF700-2B;Falcon 20;;-;;;-;;84;;;1,9;;2;1 aft;-;8;2;-;1;;53,6;33,2;;
GE;CF700-2C;Falcon 20C;4.125;-;;0,652;-;;84;6,9;;1,9;;2;1 aft;-;8;2;-;1;;53,6;33,2;725;
GE;CF700-2D;Mystere 20, Falcon 20D;4.250;-;;0,652;-;;84;6,2;;1,9;;2;1 aft;-;8;2;-;1;;53,6;33,2;737;
GE;CF700-2D2;Falcon 20E/F, Sabreliner 75A/80A;4.315;-;;0,643;-;;84;6,9;;1,9;;2;1 aft;-;8;2;-;1;;53,6;37;767;
GE;CJ610-1;Learjet 23, HFB 320, 1121A Commdore;2.850;-;;0,99;-;;44;;-;-;;1;-;-;8;2;-;-;-;51,1;17,7;399;
GE;CJ610-4;Learjet 23/24;2.850;-;;0,99;-;;44;;-;-;;1;-;-;8;2;-;-;-;45,4;17,7;389;
GE;CJ610-5;HFB 320, 1121B/1122 Commodore;2.950;-;;0,98;-;;44;6,8;-;-;;1;-;-;8;2;-;-;-;51,1;17,7;402;
GE;CJ610-6;Learjet 24B/D, Learjet 24C (not produced);2.950;-;;0,98;-;;44;6,8;-;-;;1;-;-;8;2;-;-;-;45,4;17,7;392;
GE;CJ610-8;HFB 320;2.950;-;;;-;;44;;-;-;;1;-;-;8;2;-;-;-;45,4;17,7;407;
GE;CJ610-8A;Learjet 24E/F/25B/25C/25D/28/29;2.950;-;;;-;;44;;-;-;;1;-;-;8;2;-;-;-;45,4;17,7;407;
GE;CJ610-9;HFB 320, 1123 Commodore;3.100;-;;1;-;;44;6,8;-;-;;1;-;-;8;2;-;-;-;51,1;17,7;417;
GE;CJ805-3;Convair CV-880;11.200;-;;;-;;;;;;;2;1 aft;-;17;3;-;1;;;;;
GE;CJ805-3A;Convair CV-880;11.200;-;;;-;;;;;;;2;1 aft;-;17;3;-;1;;;;;
GE;CJ805-3B;Convair CV-880;11.650;-;;;-;;;;;;;2;1 aft;-;17;3;-;1;;;;;
GE;CJ805-23B;Convair CV-990/-990A;16.100;-;;0,53;-;;171;13;;;;2;1 aft;-;17;3;-;1;;;;;
GE;CJ805-23C;Caravelle 7/10A;16.100;-;;;-;;;;;;;2;1 aft;-;17;3;-;1;;;;;
GE;GE1;Technology demonstrator;5.000;-;;0,7;-;;77;11;-;-;;1;-;-;14;2;-;-;-;;;;
GE;GE4/J5P;B-2707-200/-300 (not produced);51.500;68.600;;1,04;1,86;;646;12,5;-;-;;1;-;-;9;2;-;-;-;308;89,5;11.300;
GE;GE39;Technology demonstrator;;;;;;;;;;;;2;2 UDF;-;;;-;-;;;;;
GE;GE90-76B;777-200;76.400;-;17.500;;-;0,545;3037;39,3;1,65;8,4;35.000;2;1;3B;10;2;-;6;123;192,8;134;15.596;
GE;GE90-85B;777-200/-200ER;84.700;-;17.500;0,324;-;0,52;3037;39,3;1,65;8,4;35.000;2;1;3B;10;2;-;6;123;192,8;134;15.596;
GE;GE90-90B;777-200ER, 777-200 (option);90.000;-;;;-;;3195;40;1,65;8,4;;2;1;3B;14;2;-;6;123;192,8;134;15.596;
GE;GE90-92B;777-200ER, 777-200 (option);92.000;-;;;-;;3221;40;1,65;8,3;;2;1;3B;14;2;-;6;123;192,8;134;15.596;
GE;GE90-94B;777-200/-200ER/-300;93.700;-;;;-;;;40;1,65;;;2;1;3B;14;2;-;6;123;192,8;134;16.644;
GE;GE90-110B1;777-200LR, 777-300ER (option), 777-200F (proposed);110.000;-;;;-;;;;;;;2;1;??;??;??;-;??;123;192,8;134;;
GE;GE90-113B;;;-;;;-;;;;;;;2;1;??;??;??;-;??;123;192,8;134;;
GE;GE90-115B;777-300ER, 777-200LR (option);115.000;-;;;-;;;42;;;;2;1;4B;9;2;-;6;123;192,8;134;18.260;
GE;GEnx 72A1;787-3/-8/-9, A350-800/-900;53.000;-;;;-;;;;;;;;;;;;;;;;;;
Instytut Lotnictwa;D-18A;;3.968;-;;0,74;-;;;8;2,07;0,7;;2;2;-;5;1;-;1;;76,4;35,4;838;
Instytut Lotnictwa;K-15;I-22;3.307;-;;1,006;-;;52;5,3;-;-;;1;-;-;6;1;-;-;-;61,4;35,1;705;
International Aero Engines;V2500-A1;A320-231;25.000;-;;0,35;-;;783;29,4;1,65;5,4;;2;1;3B;10;2;-;5;63,5;126.0**;67,5;5.074;
International Aero Engines;V2522-A5;A319-131;22.000;-;;0,34;-;;738;25,2;;4,9;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.230;
International Aero Engines;V2522-D5;MD-90-10 (not produced);22.000;-;;0,34;-;;848;25,2;;4,9;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;;
International Aero Engines;V2524-A5;A319-132/-132CJ;23.500;-;;0,36;-;;772;27,1;;4,9;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.139;
International Aero Engines;V2525-D5;MD-90-30;25.000;-;;0,35;-;;784;27,7;;4,8;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.252;
International Aero Engines;V2527-A5;A319-133CJ/-133XCJ, A320-232;26.500;-;;0,36;-;;784;27,7;;4,8;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.139;
International Aero Engines;V2527E-A5;A320-233;;-;;;-;;;;;;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;;
International Aero Engines;V2527M-A5;A319-133CJ/-133XCJ;;-;;;-;;;;;;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;;
International Aero Engines;V2528-D5;MD-90-30/-30ER;28.000;-;;0,35;-;;825;30,4;;4,7;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.252;
International Aero Engines;V2530-A5;A321-131/-232;31.400;-;;0,36;-;;849;31,6;;4,6;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.139;
International Aero Engines;V2530-D5;MD-90-50 (not produced);30.000;-;;0,36;-;;;31,6;;4,6;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;;
International Aero Engines;V2533-A5;A321-231;33.000;-;;0,37;-;;872;35,2;1,79;4,5;;2;1;4B;10;2;-;5;63,5;126.0**;67,5;5.139;
Ivchenko (Klimov);AI-25;Yak-40;3.300;-;976;0,57;-;0,795;33;8;1,7;2,1;20.000;2;3;-;8;1;-;2;;78,5;35,3;705;
Ivchenko (Klimov);AI-25A;Yak-40A;3.850;-;;;-;;;;1,7;2,1;;2;3;-;8;1;-;2;;;;;
Kuznetsov;NK-8-2;Tu-154;20.944;-;;0,579;-;;462;21,5;2,15;1;;2;2;2B;6;1;-;2;;187,5;56,8;4.629;
Kuznetsov;NK-8-2U;Tu-154A/B;23.150;-;;0,569;-;;503;23,2;2,15;1,05;;2;2;2B;6;1;-;2;;187,5;56,8;4.629;
Kuznetsov;NK-8-3;Il-62;20.950;-;;;-;;;;;;;2;2;2B;6;1;-;2;;;;;
Kuznetsov;NK-8-4;Il-62;23.150;-;;0,588;-;;489;23,2;2,15;1,02;;2;2;2B;6;1;-;2;;201;56,8;4.629;
Kuznetsov;NK-8-6;(see NK-86);;;;;;;;;;;;;;;;;;;;;;;
Kuznetsov;NK-44;;;;;;;;;;;;;;;;;;;;;;;;
Kuznetsov;NK-44K;;;;;;;;;;;;;;;;;;;;;;;;
Kuznetsov;NK-86;Il-86;28.660;-;;;-;;644;13,4;;1,15;;2;2;2B;6;1;-;2;;143;63;5.401;
Kuznetsov;NK-93;Il-96M, Tu-204-230, Tu-330 (proposed);39.683;-;;0,235;-;;2205;37;1;16,6;;3;2 DPF;7;8;1;1;3;114,2;235,1;;8.047;
Kuznetsov;NK-144;Tu-144/-144D/-144LL;28.660;38.580;;;;;551;14,2;;0,6;;2;2;3B;11;1;-;2;;;;;
Kuznetsov;NK-144A;Tu-144S (not produced);33.070;40.000;;;;;;17;;0,53;;2;2;3B;11;1;-;2;;;;;
Kuznetsov;NK-321;Tu-144;30.843;55.077;;;;;805;28,4;;1,4;;3;3;5;7;1;1;2;;236;57,5;7.588;
Lotarev (Motor Sich);D-18T;An-124-100 'Condor', An-225 'Mriya';51.660;-;10.716;0,36;-;0,57;1687;25;;5,6;36.100;3;1;7;7;1;1;4;91,7;212,6;115,6;9.039;
Lotarev (Motor Sich);D-18T-1;An-218-100;48.148;-;11.596;;-;0,615;;;;5,6;36.100;3;1;7;7;1;1;4;91,7;212,6;115,6;9.039;
